House_Size,House_Price
3063,270053
1866,402403
2421,529122
2525,196115
2969,365727
2208,461066
3084,192992
2330,301426
2116,166590
2984,503702
1354,354322
2616,555652
3308,327185
2431,349582
3476,578922
2084,179725
1574,262848
1313,498605
2638,663122
930,397524
1390,699702
1685,361400
845,156122
2747,237852
2347,583188
1355,501808
2032,371118
3025,239152
2131,205906
3455,578014
915,677626
3364,298625
1763,217293
3373,612818
2617,211359
2129,458027
1023,185504
3014,635987
2690,250535
3455,311617
2774,339454
2394,590915
2363,628094
1823,231693
2933,376569
3116,202026
3310,183290
1677,341090
943,664860
1730,434891
1255,414195
3228,306284
2663,556038
3496,566544
1553,239422
2893,380907
2987,464752
3237,427535
2800,318885
918,411369
871,406489
2427,308213
2830,220113
2076,403656
828,555828
2335,616849
3436,664883
1304,537732
2888,456557
1141,477064
2414,163101
999,356419
1581,181387
1845,152344
2283,267207
1443,562981
1447,349379
1312,399309
1703,361679
2135,580527
3060,454027
1000,329597
2549,263667
2959,177559
1216,390125
2067,660063
2049,432324
2186,229990
3258,325984
3333,198309
1883,178770
1410,566516
838,519092
1329,642890
2395,461530
2749,643811
2776,496718
3388,433466
2426,550564
2152,653951
2809,452490
2024,637991
2944,173566
2595,445725
1354,381678
3235,229307
2508,683078
3232,652678
2331,460546
3426,661061
1079,258161
1208,468560
2253,195130
1226,216908
3324,344648
2019,622978
1469,648419
1436,339155
2099,432685
2116,298239
3386,622335
3402,561814
3446,607949
2258,152514
2110,632293
2127,304489
2528,361408
3255,611339
836,194736
3472,228047
2486,538721
2242,406879
1507,276843
2811,260368
2899,492134
2814,156293
3150,486089
2770,424646
3058,292580
1424,241305
1989,402153
1742,533876
1667,327817
2368,649084
1474,261857
2740,440422
2442,547524
2147,253710
2566,506542
2704,200237
1932,379669
2929,601987
3085,335251
1877,219016
1912,497562
2569,470323
2711,556703
1835,621092
1743,229437
1796,422129
2128,295088
1173,653518
3383,470992
2523,482710
1933,348304
2896,627942
2117,209544
931,483285
1893,570801
1224,151803
1934,322690
1198,314524
997,622374
2975,370229
2012,471003
1207,570462
3139,502409
3265,553855
3053,199185
2712,364547
2395,505621
3084,188779
1639,362408
1700,399352
3064,658558
2839,593933
2105,529826
1598,594253
2359,511405
1866,408670
839,642039
1114,379347
1313,388809
2822,506520
2115,667982
2390,329242
2362,625876
1123,502150
2470,664539
2159,663078
3407,528260
2906,607041
3356,434070
1619,380165
1727,433436
2399,455018
1674,520832
2471,560930
2836,596308
2744,404407
1847,408635
3250,197607
2143,437381
2417,212269
1981,542802
3377,221651
1744,393813
1666,660570
2596,441079
2252,204915
3202,168643
1561,570710
2005,524985
3407,486638
1672,321275
1609,264508
2391,199803
823,621832
2904,481652
3249,210719
1347,311308
2338,601754
1006,156503
2934,663498
2895,335268
1302,202629
2921,217057
3289,201777
1991,374992
2916,584006
2857,261087
1727,602013
2407,266910
2952,331525
1253,203964
2893,224136
966,236907
1415,696300
2053,425518
1903,336471
1131,480845
2957,512635
1285,656216
3446,413395
2960,430868
2894,532035
990,155706
3372,647718
865,587536
1589,580643
2193,402979
2833,455078
846,295885
2567,506705
3381,484000
823,261403
2471,537266
1545,444515
3171,428775
2076,512833
1511,629824
1512,368415
2308,676056
1954,158054
881,407564
1845,306165
2747,552398
949,361112
2714,414751
3390,652071
3172,449608
3287,491382
2098,699543
2205,420166
2588,602665
2011,268512
1321,515499
2163,289471
2955,638989
1913,669780
2488,152582
1499,179597
2590,514644
3315,426085
1554,455062
1091,675801
2190,293016
1458,373895
3149,505271
3149,663172
985,325580
2071,178208
2491,302880
2509,311362
2210,184460
1220,458257
900,463638
3373,454980
1980,426238
3276,436298
3129,259852
2064,628550
1953,380345
1762,518049
2549,633848
1382,183771
971,249645
1495,687430
914,240477
873,150400
3144,315946
3315,188646
848,440350
2280,463242
2154,534844
1191,366469
1468,313432
1576,251247
1072,473800
2447,489999
1169,266696
2766,241111
863,675056
1587,269465
2015,286534
1645,418174
1164,507949
1124,660636
3102,223343
1669,692671
1982,562164
2791,547532
3079,683159
1700,203589
2801,358040
2234,366709
2986,346308
2728,665480
2773,446075
1697,485722
2411,159781
2097,318931
3298,378725
2136,319604
2318,296562
1966,565142
2983,191056
1520,389152
2722,427929
2439,266595
1727,303738
2988,385819
888,676393
2256,339899
2785,616157
2363,421339
2375,529186
1127,555946
1211,435499
1649,563428
813,430784
2901,427368
1886,417611
3053,377011
2804,615387
2675,580845
1777,308767
3420,269034
3017,513781
3225,220789
2351,641384
1284,491076
2467,332773
1863,652626
2681,548785
2773,291923
2293,327792
2037,191075
2964,501546
3322,425124
2638,696778
3086,471787
1227,223869
1008,212305
2849,218767
2211,179428
2735,323179
1509,290275
1172,615876
3387,236745
3462,217560
1465,434490
3288,475091
1864,347333
3305,507548
2228,337824
2337,176208
1772,223248
2509,231234
917,603087
3130,690621
2609,626691
1469,334319
2936,491746
3313,561781
3480,446539
1266,658268
3095,371941
2874,211476
3126,641028
2203,343245
1312,500005
3408,588625
1886,272954
1841,399036
987,403890
2235,398329
2173,289417
3434,238347
2970,379500
3372,532410
2780,645291
1303,547335
2188,205922
1033,214561
1372,225419
2281,535876
1839,561113
2484,478574
3301,314131
901,295786
1174,189727
3114,660197
1832,242060
2722,681138
2631,150722
817,246698
838,173111
1047,341121
2155,466302
1094,178454
854,654645
2273,676122
3443,643441
2009,220077
1143,647200
2756,455322
1051,498191
3373,268235
3475,520175
2724,246014
2085,247225
2872,205889
1585,526920
870,603093
2322,400814
2385,486073
3394,255425
2849,272389
2984,352318
1178,589663
1396,197957
3150,451921
1934,464598
1007,682503
1857,509775
3073,322810
3399,438903
1958,255748
2428,683703
2901,355771
1869,380575
1024,560868
1743,385361
1935,647534
2806,648549
2276,643913
2791,245966
1345,336354
2962,323559
1474,182305
3378,468445
1198,367412
2693,450133
2458,426743
1764,205480
1816,623796
3032,389234
2169,581994
2678,184195
2076,461197
2114,563710
1157,578144
1693,562818
1484,386489
2169,186157
1391,380712
3461,235096
878,166315
2003,569830
1582,185028
1193,552757
1168,511010
1085,184007
2233,524372
1577,503866
1257,238910
1406,395934
1629,657039
1755,281563
976,530841
2986,413292
3225,597516
2768,344464
1623,195512
1344,226531
2727,294078
845,194096
3241,396813
1761,362640
900,443478
1981,263461
2567,361908
2447,347874
3393,697797
3407,534994
2225,217226
3295,452010
2480,268031
2705,181306
3499,507175
1316,600729
1620,391305
2328,623196
1860,474442
2001,513099
2041,523198
2005,594011
973,607990
2707,615578
1374,327782
1847,601902
1185,245439
1184,236934
2539,547583
1036,291157
2434,323410
1219,569193
3269,364952
3157,656773
3312,602292
1547,677694
1306,559684
2297,205435
2800,351588
2349,348403
2979,540503
1786,348618
1921,520836
2194,170814
1324,525174
1496,216863
2609,656640
2333,577584
1645,399300
3075,403116
1978,338951
3456,637977
1489,403065
3103,681061
3461,449429
2721,346306
2938,389763
2072,679020
962,436784
3297,368756
2351,327925
2494,490368
3480,429150
3032,152094
2101,173996
2444,651192
1289,587177
1195,334274
2837,551145
2446,418925
1304,477476
2658,250324
1089,385724
3262,384106
3038,456922
1308,478065
2745,687280
2231,405428
917,480799
2642,261575
2316,238707
3305,654828
3368,368899
1380,376478
1026,274717
2644,234320
1737,620750
1401,473964
2810,394514
1591,566313
2643,467521
1859,505259
1635,614966
1610,396439
2501,388761
1465,535724
3085,264377
3135,422295
2397,314720
3143,440932
3197,572026
1048,666060
1459,590971
2801,439689
2373,664390
2753,693053
1389,688252
3313,347965
2207,480925
1643,336506
1530,195667
3261,512784
1163,540181
2967,542341
1473,157529
2457,699818
2357,690366
3122,516729
2328,323093
3498,581347
858,417404
814,688297
1962,627068
2072,610761
2715,404303
2255,435211
2066,536233
2484,364699
1742,302665
1053,493552
1946,262094
2384,295101
1077,452224
2856,509463
2274,444367
3466,422090
3253,155109
1863,463638
2777,595303
3195,288695
3019,346448
2369,367726
1741,677879
1946,329365
1606,318550
2304,497196
1294,480028
833,225068
3068,645545
2047,600339
2394,164483
1086,479779
3173,594080
2626,306767
3164,217304
1219,402679
1489,698117
830,275075
1653,635122
868,284109
1623,254816
3196,215748
2987,508282
1709,418522
2116,650240
3382,184919
1136,486929
1068,549383
2614,318536
2281,386015
2958,412704
1384,409969
1096,646906
2525,364877
3250,392969
1101,489920
1218,258547
2034,298882
3386,385083
1560,655368
2728,461533
1859,460872
2565,214670
3396,379982
2408,661013
2281,457917
817,392161
3416,462265
2219,228871
2301,372147
2080,472664
2320,282861
2882,255519
2351,379092
2940,392092
2145,181935
1988,247528
1115,204968
1563,360255
3306,339464
2954,354593
3290,427505
1712,660902
2989,214182
2195,221526
1527,461268
1027,258671
3039,550179
2186,460147
1950,390376
3022,510563
2384,235364
3001,477276
2832,218983
1760,389015
2641,651303
919,483533
3247,318414
2030,405087
2602,171958
2066,286897
2675,687194
2484,199395
1308,647030
1398,218010
1302,183805
3212,241311
1508,578885
3003,398398
2709,154716
2535,322405
1190,302722
1512,309360
991,238476
1258,352019
1767,384313
2268,631307
3393,198759
1441,354882
975,698652
1992,265811
1029,219935
1078,690113
2394,377618
1014,396005
1941,473877
1983,369657
1100,457257
1772,639054
2001,236826
1481,216510
2042,521332
942,492493
3171,375373
2514,615910
1412,280459
1871,326798
3321,695571
1496,605570
1950,451360
1891,418884
1726,366030
1917,383200
3340,181329
939,164699
3095,384097
1192,346006
1960,456462
2805,682600
2863,510625
3144,272646
3066,695296
2576,659322
3026,697042
2509,172588
1441,407595
2650,622156
2538,595266
2523,324377
1074,408445
3321,539586
1496,343901
3386,190591
2546,211420
3297,463617
1086,673131
2471,235686
1771,536693
3039,568881
2955,590778
3104,233353
3344,506145
2279,348849
3074,320811
2934,253858
874,546801
2907,573028
3196,439045
2307,259145
3111,411590
2262,523762
2451,391647
2808,593706
953,225337
1887,618636
2454,614657
3076,368191
2930,348066
1717,332870
1674,178090
1038,578292
3389,558517
2253,186270
3343,609962
1594,674722
862,330332
1262,396290
2711,612316
1602,240195
2630,580883
1031,572248
1488,335885
821,242130
3153,219582
2139,665786
1986,260610
3320,513911
2526,574299
3067,207531
3422,336546
2900,355113
2039,180141
1140,334292
1916,555553
1178,168645
2531,330657
3134,512373
1534,696238
3188,231684
2798,359397
3493,351332
2928,646665
3021,355369
1543,332805
2545,513481
2088,488392
3052,455084
1722,312714
1704,238411
3075,268030
3098,357671
1102,672123
1221,463400
3477,544462
2145,392904
3193,289676
2080,199073
1279,681242
2461,238650
1257,433333
2535,595610
2452,531897
1867,450430
3329,289138
1111,625366
2316,517213
1855,699975
3034,538653
3097,444026
1237,356714
2792,446100
1546,183367
2150,266234
2769,677171
3448,461314
2599,186475
2007,639945
1382,548027
2362,583832
2572,398338
2962,527826
3102,224638
3325,410805
1858,503283
2317,274062
2498,418829
2858,589734
3282,598172
3487,698886
1863,579632
3181,369258
2930,621086
882,620520
1957,372617
840,165945
1376,274363
2779,347810
1094,694256
2704,380028
1695,389745
2564,455135
2280,393404
3419,483295
997,673386
2263,329687
3497,580084
3008,550341
944,353223
2747,158243
2050,440950
2056,395753
2390,658181
1016,219384
3450,221038
2522,509584
3369,489905
3336,514056
1218,446032
1949,506188
1967,554762
2715,479812
3426,262417
2490,465018
2985,381289
1243,230181
2348,530473
3118,282287
3340,440486
2982,648404
874,395388
2939,455076
2405,313929
3299,445868
1112,536167
3144,204544
1376,425186
1886,301465
1458,554554
2792,578867
2099,483709
2867,693308
3186,429163
3191,442657
2680,598391
2413,492658
3074,569764
1730,212208
1968,388578
3011,677574
3464,377090
2483,421223
843,165006
1728,437819
943,187151
818,563747
2548,395988
3085,649167
1899,639213
2782,184462
1436,536087
1751,186698
2383,191885
2267,369264
2901,646459
1909,410573
1886,347248
2589,406707
2795,229750
2221,266305
3287,572182
1522,371406
2898,215931
3379,656636
1480,677255
3338,276808
2193,650487
2888,365727
3051,209987
3060,671027
873,392598
1443,532738
1698,421466
2462,670294
890,384382
1482,333496
1720,178571
2357,692363
2176,308585
2777,230985
3164,150421
2694,558701
3073,559170
3028,613510
2369,216463
1732,179389
1858,560657
2332,360951
2743,686631
1897,682678
1777,424527
3379,356914
2835,442315
1049,192927
2899,242120
2948,375975
1889,636453
1578,529304
2753,538261
1000,514388
1369,690121
1234,162671
1310,181731
2262,638399
3496,640939
2580,627320
1157,594092
953,598599
1131,182488
2447,271385
1549,321336
902,514631
2310,308104
2689,356599
2621,399673
1884,528441
1895,429814
1534,684990
848,377441
1888,440197
3393,616304
1731,515746
1528,405724
1741,407785
2297,532549
1845,475556
1851,689829
948,176938
1554,277064
3408,583640
2224,408574
1243,497270
2479,175850
2945,670978
2868,208194
2259,495529
969,533173
1515,529008
2853,363796
1106,291928
1762,300730
1228,372565
3230,595796
2519,311624
1671,680521
2412,457819
1811,556457
3067,488146
1063,511960
1607,324785
1816,439596
2118,307819
1583,542144
1929,545317
2261,371602
832,453592
2180,483853
1186,402323
1447,585960
2789,618044
2603,546241
2415,448449
1548,604783
1985,247644
2684,448685
850,513889
2916,333538
1606,300956
2133,250483
905,609311
2625,414263
3286,355959
3312,168929
873,643589
1650,535040
3458,523705
846,625308
2601,269551
3491,581714
2998,339073
2312,600413
1170,504331
3056,460282
2400,516065
3315,263932
3235,603634
2355,692453
3274,370285
3045,550460
2330,177838
2227,353469
2752,212776
3013,363502
1805,154530
2143,278360
1990,427482
2842,275525
2850,601998
2441,288190
2039,621015
3153,480335
2059,546237
1781,221704
1599,529449
3449,630529
1585,611540
946,478519
1308,440094
1225,649020
3410,415534
2326,520533
2888,413349
2056,233971
1304,537947
3427,169899
1983,237990
1613,578395
904,615547
1313,660858
1095,528668
1583,462537
2497,675957
3430,562712
1670,386879
2762,536037
3291,430035
1616,697015
3270,456943
1451,158363
2057,689888
1354,456148
2988,360667
2361,654967
3290,233820
2158,268646
2841,521401
2953,185839
3477,370790
2954,257748
2525,363906
1490,410769
2044,247648
3424,569932
2246,232684
2683,274549
2148,181746
2259,450433
3252,352669
1161,538139
3439,344294
1357,479448
2202,531853
1530,399840
2963,288508
2539,177127
1874,370371
2125,408559
1819,592013
1420,568200
2096,174512
1341,477762
2359,229472
1268,674001
2978,540428
1974,286429
1999,631509
2542,314945
3027,346042
1215,266691
3204,445636
1820,320150
2153,167117
2046,266681
1136,381315
1772,534973
908,546324
956,478447
2089,698295
2282,316076
3439,672041
1747,592812
2162,222355
2872,621342
2743,185199
2858,433899
2451,370917
1737,532890
3174,642727
1145,533839
2288,300636
2595,552454
2340,198249
3059,177211
2711,466221
2969,179260
3048,261506
1121,238379
3079,238348
1824,625976
2759,629730
1562,552287
1688,475286
1257,486144
1482,435914
1891,651415
897,449867
969,301078
1038,390840
2319,633149
2341,626658
2782,200246
2955,612796
3266,319276
2321,350151
2375,460632
2185,264721
3344,330530
1233,374742
3465,631867
1538,462087
1339,350750
2581,371480
1428,289148
2671,276668
1179,639088
3199,507856
2484,161598
1526,206820
3425,598150
3132,439231
3472,296080
1749,596781
2268,471790
1825,575467
1069,667401
2531,195119
1148,699257
1418,630123
2363,478864
3485,167099
1839,401680
1610,639803
3358,443472
3255,261056
806,175853
3247,494841
3431,412488
1509,479818
3077,156256
1759,500986
2996,560718
1144,272576
2484,175100
3380,574324
3133,638325
1525,425120
1624,320303
1777,176286
2805,405227
1291,557613
1850,197448
2312,275626
1647,520378
3499,321894
1539,628042
2819,257786
2803,384609
1702,588293
3227,399870
1586,340778
3025,484056
876,152587
3338,312009
2507,471237
2963,386079
2125,305822
856,424447
2699,500257
3056,212417
2838,402643
1417,217211
940,559988
3202,509925
3135,281987
1851,159123
1103,689166
2940,657642
2618,371760
1726,640831
3427,354027
1762,556969
3114,269139
3430,202685
2451,488665
2927,323995
2522,598580
1702,526223
2664,594646
3118,379039
1835,249475
823,580311
2435,556836
822,264530
2207,169506
1291,669367
1851,298193
2128,200034
2649,385375
2621,464716
2918,160687
1052,544686
2202,488674
1506,633657
1646,664503
2141,380597
2720,307035
2101,318257
3490,598742
2031,343051
2189,264983
2470,604763
3198,573324
1423,428782
2495,160547
3066,634309
3264,490901
1447,661988
2675,450175
3038,463796
2390,489230
2195,168763
2506,480392
1872,400831
1463,262461
2943,618952
1258,270634
1396,658534
1604,334045
1411,344711
3094,474697
1648,284267
914,325532
2657,241126
1975,313693
2761,582111
1410,243132
3044,523985
1843,685604
1352,429817
1347,691571
2750,436784
3195,232700
2107,257833
1278,553145
3182,175328
1664,250065
1411,227800
2116,615959
2729,665419
2787,228316
1027,288691
3053,574742
2609,343600
1615,361515
1247,423820
834,617589
1523,321706
2839,432354
2604,525211
3282,372483
1082,553856
1176,664181
2938,423130
2503,552697
2210,257947
846,558682
1081,652039
1536,544188
1218,283704
2688,537203
3050,550789
1477,571438
2306,369027
1720,375862
2419,410534
3378,563841
2411,236242
932,257185
2101,553523
3122,184121
1873,553801
2299,591856
2593,596054
1706,521507
2705,663143
2438,583851
2362,439496
2333,370560
3427,368177
2465,597564
2964,605464
1247,159872
2254,299061
1653,184375
1121,485752
3157,697105
2704,487199
2447,255768
2718,571457
1835,626065
2491,328068
2782,457156
1914,324133
2531,556431
1789,611644
1475,661486
1848,223009
2007,339609
1796,306005
2063,218915
2004,207640
2974,237767
1729,330397
2691,575003
2981,415276
1910,202760
1271,517673
3016,222729
1536,221732
1431,426120
1510,672368
1427,460497
1725,535188
1505,256158
3393,391316
816,583282
2435,426937
2903,409464
2804,476966
2986,217055
2641,494603
1435,643614
1562,475476
1294,574236
3398,622702
1836,218715
2604,390366
1353,651648
3446,351163
1858,570741
982,164763
3322,542202
1119,260140
1918,690319
955,516766
888,266610
1824,415485
2540,611114
3194,358792
3129,183835
1407,678507
3131,424062
2973,434945
3292,427514
811,544874
2241,324920
2336,682088
1865,303852
1799,507135
3468,547504
3243,522042
3059,398436
2764,367982
1418,571144
1232,554360
1106,578794
3212,234292
1040,219971
1247,425444
2934,520870
2335,565042
2369,457676
2304,268180
852,187264
858,479762
1623,341002
3026,547075
3414,630119
1993,556394
3376,314817
1014,495811
2540,194197
3329,591962
3474,506522
1378,381393
3030,468358
1123,569805
1341,259529
3480,479307
1559,526029
2589,470633
1819,616445
3019,308865
3470,327834
927,235597
1700,172609
2022,247983
3229,152649
2641,697153
1228,667436
2328,240339
3008,527453
1159,295629
1288,540077
2106,276465
2772,266308
1054,335597
1177,418983
1274,582783
1548,167626
1378,395298
1786,567634
2108,490013
1896,265990
2367,159366
2159,424448
2403,179681
1045,316941
1258,261652
3335,487676
2665,292434
2100,458468
3087,386234
3151,525124
1086,610935
3101,406166
1255,223601
1379,268107
3171,566867
2529,404371
1466,157192
3220,526871
1573,249751
3299,568028
1588,622461
2081,672603
2946,481359
824,628019
1395,485829
2900,569110
1656,567765
2557,365261
1141,297930
3458,460320
3023,446641
1523,254131
838,349629
896,464814
1460,305802
2045,241202
2365,202442
1979,318190
2421,195049
2406,677276
2819,454203
2822,399435
3086,584626
1304,646867
1683,492618
873,635972
1069,501293
2246,395445
3254,455678
1879,488999
2611,663984
1330,211591
909,385818
2865,280198
2719,368867
2565,570947
842,421139
3221,501914
2592,462606
1783,605455
3304,400406
2913,312349
2095,621714
3494,283796
1623,606665
1279,529644
2339,372829
1827,520323
1910,615064
1633,310848
2920,607310
1948,470592
1421,175589
2641,621655
2110,222890
3413,447589
2969,518921
1191,262655
1733,356550
2561,316493
2876,150056
2780,689421
2841,337095
2470,351689
2212,336877
3354,538067
988,472708
1820,445315
2715,310328
2408,154891
2006,684884
2292,679667
3179,615620
3270,161969
3434,680897
1064,383907
3126,171892
2104,531408
821,184048
979,526899
1076,408111
2450,566575
1842,692103
1183,525340
2834,372764
3364,641127
2609,597773
2904,431840
1524,290640
3354,553606
3274,693773
2218,665501
1935,294769
1892,223109
3396,365912
866,671944
2012,683980
3305,276699
2382,663452
1426,520896
3227,630114
2303,403587
2491,446019
2519,657667
2658,272605
1471,445431
1802,247072
2725,213907
2231,486611
3429,171751
2044,215107
1631,489161
1421,493049
3406,555040
3331,292285
2439,264361
1764,554102
2516,583969
3200,463146
2754,292805
1475,596523
2452,619188
2858,300161
1584,372890
2739,359562
2003,569031
1232,563030
2505,447855
1980,204195
2759,358593
1823,449752
2975,603131
1715,618846
2543,620361
2595,407156
3109,432688
2487,421399
1883,458057
1377,500888
1490,249268
1436,260088
1633,248806
3237,449397
1028,271972
1547,162975
2623,342570
3038,496241
811,403146
1073,566141
1136,582678
910,529661
2655,508415
2956,378419
2918,398470
2061,673043
1341,643252
1225,389646
1152,389350
1267,665198
2049,221321
3086,363486
2124,394837
1429,297752
2536,451195
2936,245392
2489,470199
1647,473294
2869,326809
838,160423
2871,351191
1299,155348
3367,302528
2644,378549
956,176730
1792,165694
2101,164275
2991,378956
3271,312936
2541,628611
3469,163501
2575,657518
2536,342344
2734,549051
2482,698458
3413,241398
806,566421
1067,393831
2434,584787
3237,680078
1979,362840
2915,646500
1877,298676
2464,295244
3362,580594
3405,327594
1104,623628
1296,403855
2671,356608
3383,229310
3380,598380
1760,641288
1795,530262
3359,442814
1080,202094
814,271174
1301,151739
2535,458271
1387,380532
3373,496283
3256,236931
1202,668708
2708,591553
1616,576965
2056,668352
2430,385261
912,189466
3409,669422
2674,299161
1346,372823
1167,295571
1220,597627
1709,658702
2263,381987
1171,339541
2869,294613
3121,509882
2624,670844
3153,307976
1324,255986
2839,181049
1029,425983
885,441253
1280,204061
1632,500724
3083,295439
2584,259984
1950,158308
3261,546498
1487,278543
1464,601924
1505,590781
2838,231242
1614,552227
1270,229923
2626,522030
2978,511126
2249,694495
2453,620242
945,371738
1606,598596
2450,243925
2919,643323
2509,631488
3481,630958
1165,205771
1016,388149
1372,328211
1134,356821
3088,240167
2365,326648
1487,175003
952,275561
2590,623977
1325,546128
2630,307612
967,567346
3361,288304
1097,656283
2846,563202
3229,253941
2182,580876
2184,437805
3010,469262
883,261797
3244,532728
3388,535030
1311,348181
1327,188624
2175,562779
2096,590219
1238,452779
2915,668175
1320,222665
2426,316144
2320,676857
2310,681076
837,150964
1373,240945
1096,526912
1410,636616
2032,538391
2222,415520
1072,230081
1793,633219
3234,362249
3408,352887
1189,509906
2362,511987
2331,541278
2468,318818
3181,596702
1796,309069
3390,531071
3452,190982
854,389358
1500,650455
3447,680570
1285,547560
2949,332698
1123,271134
2569,262405
1537,541583
1508,567365
3331,275110
3118,641249
2196,374332
3341,242374
2135,284372
3421,619961
2733,346383
1988,189456
2041,522514
1192,576825
2326,581052
1852,180632
3500,550047
2707,282837
1023,345487
1086,306758
1263,175568
2124,463704
2234,536454
2383,185025
2476,643041
2384,605942
1221,563715
827,321128
965,534302
1585,407778
2872,597919
3376,406868
2593,284756
3274,183130
2508,567076
1146,379345
2458,594303
2282,458374
3389,201111
2167,231626
2877,542620
1343,510707
3457,151515
1539,258060
1332,151797
1341,328762
2114,391057
2491,523762
2795,271644
2847,518841
3132,592514
3064,487359
2685,153111
3202,532663
1728,269306
1351,226376
2385,320911
2642,410882
2911,502010
1187,697863
1151,696021
895,598540
2412,351395
2070,261708
1615,395435
2123,449375
3435,170547
2575,453420
2714,303631
1931,694321
932,679282
3016,365500
965,559181
2803,607225
976,611993
824,361140
2231,427251
1752,216317
2153,310908
2148,362226
1017,584293
981,575703
2954,632755
816,427738
2339,354008
2677,539959
2112,676701
3228,389366
2658,315023
3200,190441
1930,418099
3196,500336
1927,248333
2617,521776
1066,689574
1844,178085
1168,250665
942,500445
2124,410955
1201,344085
2266,538497
1596,413827
955,507153
1305,466363
2627,383893
2223,412085
3423,440131
3111,537169
1362,698831
1844,406242
3285,498863
1005,180371
2733,339622
3290,484819
881,487758
1769,526036
2431,168908
3252,699451
3164,551302
3500,285794
1996,583990
2528,656919
3361,481027
1076,324065
2773,677030
1976,473789
2076,280670
1010,160076
2530,281226
2776,536410
2494,423663
1751,222780
2633,249014
2463,517554
1400,592590
2206,289226
2075,302020
3429,280229
2216,610567
3195,395060
2216,178634
3176,543930
922,632700
2198,680608
2393,609057
2085,612152
2692,426686
1886,226915
1537,182066
2930,259822
1649,540344
1156,191935
1874,260791
1569,321952
1760,156310
3343,346304
1841,530901
1923,174172
2783,656643
2448,399051
2163,464419
2275,668176
2169,289025
2562,535957
1753,435705
2276,641087
2044,255766
1202,535097
2429,185825
1168,471821
2554,531911
2043,274521
3250,221898
1589,183382
1544,568370
1934,239801
1559,213426
1336,233946
2912,380379
3408,678320
2756,272665
2038,312127
3428,309407
2543,647522
2701,480214
961,682340
1692,293091
2919,445085
1366,154120
965,317402
818,390673
1379,458115
1624,683335
2432,510327
3160,513133
2350,184343
2893,657315
2541,667598
1518,398732
931,392821
2608,676342
3066,382090
2206,382355
1752,177799
1831,331691
825,298723
809,470238
913,451462
2892,374938
2125,499839
2431,211426
2630,171476
3252,490411
3394,652244
3034,389437
1552,408388
2253,456254
1536,472506
1150,594935
1755,211298
1366,228681
3204,676222
1459,348396
2225,638954
927,282926
3175,207620
1215,189557
986,195312
1434,462312
1716,584451
2771,505739
1811,396806
2845,273060
2565,251585
1647,275776
3125,409988
2272,253499
1986,255066
3233,238249
1268,681984
1242,455288
861,281096
2871,398980
2527,313309
1767,214055
2470,311018
1655,327184
2628,449234
1458,622090
1326,664538
3403,264542
1145,230357
3299,638360
1617,538245
2968,669308
2893,694475
2240,153465
1232,639685
1454,248509
920,484865
1394,162880
1888,210733
2511,286579
2458,670381
2811,332698
2181,360574
2332,449846
1385,476331
1929,327169
2086,214695
1607,488572
1108,295418
1348,577174
1236,381063
1987,233849
841,244445
3249,416048
1730,328046
1965,562265
1023,333030
1247,580232
3304,509191
2382,301299
2052,150153
2582,683655
1168,219155
2607,527669
1082,624516
1814,541930
2466,411116
1022,606027
2921,622137
2099,243518
1552,620609
2097,422203
953,255642
3148,516712
1661,417935
3116,669724
1214,697056
2778,434318
1289,229652
1701,577680
1125,248351
2621,207862
1685,295377
3298,477472
912,456320
1446,218901
3493,679261
1091,521730
3158,581410
1816,358127
2685,240156
1057,495982
2764,615578
1339,280527
1130,274284
3037,637658
1111,569584
2293,469425
2452,593146
1141,581381
1250,396580
1037,585220
1399,581928
1533,683194
1292,271318
2537,296467
1034,576021
3083,158707
2568,299813
1417,398753
2468,429536
2762,305302
1005,376864
2020,189942
2547,661358
2095,183124
1155,338185
1667,699507
3462,349982
1558,677584
2685,506039
2154,302695
1091,355120
1046,600032
3028,363294
2858,206559
1414,691104
1387,517715
1272,239631
2650,568901
3216,210308
970,599253
2283,471574
3284,580262
1297,423846
1064,474666
2149,208765
2859,284922
2507,550845
2731,549524
2502,287267
2397,251799
1573,425361
1864,506849
1433,341718
2926,554920
2223,317850
2122,366239
2312,530050
1307,630272
3455,266209
3073,699269
2821,171743
2211,365037
1264,608872
3164,312864
2309,586689
1539,444344
1002,675754
1870,308905
2728,619418
3020,293269
1138,598600
2369,265586
1758,613627
2315,503029
2689,487824
2892,651851
1041,663747
1705,440455
3485,396218
3004,158264
3072,628106
3296,448972
2100,248440
2759,239188
2059,604886
3376,372186
1691,159737
2052,657818
3135,585259
3281,580219
1503,427435
2309,544951
2351,473610
941,602964
1911,511471
2864,419992
1782,376816
3234,515077
1926,622433
993,511799
981,181804
1733,550805
1897,295347
970,240037
2406,382104
1246,645688
3384,186350
3084,323111
1996,551174
2267,636024
3061,332790
2286,164605
2675,387727
2516,446339
1767,150828
2790,660963
3306,602176
2460,657033
1901,656514
1719,270719
1941,336481
3426,685493
2811,604283
2715,433012
1434,247286
2233,173103
1073,346991
2087,622139
1463,164248
921,156308
2883,364105
2781,532503
2738,293857
1126,627885
2594,350461
2469,260107
3030,350378
1703,492105
1368,333809
1793,181456
1180,618511
1140,648605
3087,688135
2608,337976
1603,678616
975,556021
1002,446473
1198,638433
1770,236340
2548,418957
2617,394156
1388,386858
3379,375062
2665,485284
3086,322045
