House_Size,House_Price,Num_Bedrooms,Num_Bathrooms
1193,2279661,8,5
2821,647917,5,1
2094,1937511,6,1
1481,976120,10,4
1331,1829005,4,4
3682,1868300,6,4
1959,540832,10,4
1531,2756077,3,2
2602,159682,1,3
818,1960755,5,4
907,2221712,1,2
1690,2173337,2,3
4060,243161,10,4
3874,1342073,8,2
3883,2132022,7,2
2076,869598,5,2
2797,466116,2,3
3765,1358002,8,5
456,1540797,4,2
1135,689479,3,3
791,2095452,2,5
3333,1157902,3,1
2336,1389927,5,4
3044,2540125,4,3
3798,1064449,2,2
1244,204436,8,2
378,395207,5,1
2881,2544038,10,5
779,2226955,5,5
3534,1426704,7,5
1159,1941509,7,2
2716,2344132,8,2
3132,345890,6,2
643,1336487,9,5
596,1298029,10,2
2187,598492,6,1
829,2724640,6,5
452,2293144,5,1
674,1187117,4,1
2744,2201309,4,5
1808,1418057,1,5
3882,2169806,1,5
617,2458227,10,5
3208,2523985,9,3
3242,2350479,6,4
631,1980400,8,5
1581,522733,2,1
1450,449409,1,4
197,1536956,10,2
2195,929482,7,5
3883,2796020,9,5
2701,2650432,3,1
1494,1489805,2,2
1591,1344808,7,5
3271,1915845,5,2
3380,2092860,1,1
1290,1222574,6,1
2096,254435,10,3
2547,473196,5,5
3169,1594534,1,3
1585,762651,10,2
3513,2395100,3,5
850,683330,1,3
3277,738601,8,4
3983,1947741,7,3
949,1879967,7,4
4023,1029862,5,4
370,2089071,8,3
1775,1293328,5,3
1986,415294,9,3
1511,1101196,2,5
3129,2446320,10,1
859,288961,8,5
771,2350218,7,3
700,1788026,6,1
3011,596164,8,5
1384,1408309,8,5
2149,1338706,3,4
1075,841575,6,5
2293,1817873,6,1
1342,1065337,1,2
154,2146281,8,5
1874,1970299,5,3
470,1715744,6,1
2484,907047,7,4
888,735892,9,3
4182,845369,4,3
2385,1698147,9,1
4037,2700680,9,5
228,2280149,4,3
3037,437493,7,2
2557,1299041,1,5
1513,2119133,1,5
3446,584641,6,5
3125,578373,4,4
1366,597422,4,5
4164,796647,4,3
793,527032,10,3
3239,1921425,6,4
2123,1602498,10,3
2424,1708921,3,5
743,2649311,5,2
2372,446533,2,4
323,196156,5,4
529,2192225,8,3
2736,2022561,9,3
3745,2196621,3,1
3372,1120100,2,4
3463,346659,10,3
3264,655136,4,2
796,2126019,3,5
691,540717,4,1
3081,2783408,8,4
937,1174332,3,2
2343,1181486,4,2
3872,1716329,10,2
1914,1413540,8,1
3355,454262,10,2
3556,619447,7,3
1554,725023,1,4
3366,1031681,2,1
3943,2384533,9,1
737,1216048,9,1
1799,2062976,5,2
1108,1122773,10,4
2888,1079075,7,2
2513,2061619,7,3
3994,198296,4,1
3403,1559202,7,1
4173,2095343,7,3
494,2371214,1,3
888,2353668,6,3
3837,2197032,6,5
384,2188482,3,1
2803,2782436,8,3
3695,675279,7,4
3366,1887048,10,1
3877,747831,3,5
178,1567207,7,4
326,590034,7,3
1360,1740164,2,5
4155,1614389,8,1
1521,748436,8,3
2681,1815499,4,3
3849,195164,6,1
3738,290423,8,5
1074,176312,2,4
2919,2391193,6,1
829,745626,6,1
3069,101286,3,3
2564,1487194,8,1
1150,1946796,9,3
2123,1580875,5,1
2671,1650834,7,5
2771,372903,3,5
3147,719866,4,5
840,606336,1,4
3275,2464915,6,1
3025,1965071,10,2
3465,463039,9,1
491,453699,7,4
3783,1051992,6,4
3489,885952,4,3
3278,2669005,1,2
2814,2524352,4,1
1692,1329746,5,5
1571,1409769,2,3
3788,2184007,2,2
2972,469832,10,1
1756,222501,5,5
2761,2385065,8,4
712,323809,8,5
1438,900046,7,4
2756,980885,5,5
3420,2272582,2,2
1847,544950,2,4
3525,952428,4,2
355,542305,7,1
1574,444871,2,2
2279,1864712,1,3
2562,413983,7,2
533,714995,6,2
2702,1956706,2,3
1090,732248,9,3
1173,2400597,7,3
3028,1376224,2,4
4085,1733133,2,4
3528,1283661,2,3
3988,410389,10,1
3835,1558386,1,4
3119,2538413,5,1
1747,1190072,8,4
2736,1290170,2,2
713,849281,5,2
3665,862979,1,1
3464,2153153,1,4
3519,2291176,5,2
2570,2002858,6,3
3317,1613330,10,2
3784,532525,7,3
3480,2326553,4,2
876,216341,10,5
2016,599077,7,2
387,2691839,3,3
2101,652531,4,3
1461,312849,5,5
3259,359406,4,3
2334,2753352,2,5
1214,724015,9,1
3483,2176243,3,5
3650,2061338,1,2
3866,2770928,5,5
2945,2437248,10,5
3995,1205897,6,5
1198,211650,3,2
1792,754294,1,4
3019,1376145,9,2
2908,2416908,9,4
3907,811956,7,5
2823,1829025,5,3
2653,2353057,2,3
3500,2497877,4,5
2242,1759879,1,5
2819,1934156,1,4
3154,572478,4,5
2784,2067586,1,1
2814,909955,3,3
3970,1870734,4,4
2379,2552473,4,4
856,1014164,10,5
2849,954965,5,4
1935,401232,1,3
3440,609938,4,3
1317,914945,3,2
269,1476754,5,4
972,2623249,8,4
2611,2189007,7,4
576,308035,2,5
3201,754025,9,3
2524,2798521,5,4
1398,944564,9,3
3707,2329377,3,1
420,647619,8,2
2067,2203708,5,3
3823,182701,7,2
2828,1034499,4,1
3651,1832171,3,2
2614,2488539,8,3
1672,2054108,8,5
590,828912,2,3
4053,2460648,3,2
2541,1914377,3,1
3392,822798,4,5
3837,391841,5,4
362,1100545,7,3
471,334448,7,1
2262,1558778,2,3
4067,568907,1,4
2812,1443441,2,2
231,824095,1,2
4122,1416059,1,1
1348,569776,2,1
744,374641,7,2
969,133451,8,5
3946,1710170,2,2
1081,748746,10,3
2688,1945608,10,4
4173,511762,8,1
1371,124793,10,5
1389,1457079,10,1
3544,971464,3,4
685,1339195,6,5
773,1237301,5,2
1324,639897,7,1
1116,1315719,9,3
1307,268073,5,3
4065,1472000,6,1
3566,2273812,5,3
1187,948675,9,2
2591,159799,4,4
4129,812583,9,2
339,2604274,2,3
2725,2127330,9,3
1790,2703612,6,4
1001,1986482,1,4
3541,2109018,7,4
643,1949890,1,3
3775,357392,1,4
2125,2247275,8,4
2968,230830,4,5
622,1269149,7,2
1546,1923341,5,5
678,1345808,1,3
2715,1777339,6,2
2537,1180506,7,1
2942,1760254,10,5
841,1688249,3,1
3480,1932643,3,3
1887,667780,10,3
302,111415,10,4
2425,1024178,5,5
2456,152833,5,3
1280,1407562,9,2
1087,2746191,8,2
476,444498,10,3
1186,1095616,10,3
2726,1379595,9,4
1235,141911,8,1
2832,2388370,6,3
3526,2189207,9,3
2324,221653,5,3
1001,336143,1,1
1466,1427425,6,3
1652,1472167,3,5
2712,2269013,1,5
3966,1134420,7,3
4069,346297,9,1
1087,351625,6,3
747,2135025,1,3
912,2239226,8,5
244,763283,2,1
2823,1409755,6,2
471,2579059,8,2
4196,1493276,6,2
1659,1274068,1,1
2419,1088009,7,4
1570,1668003,1,4
466,703050,4,1
1374,2339204,5,4
873,620500,4,3
1428,2613568,9,1
2040,2011801,3,5
3507,1042181,3,4
1115,2255275,6,1
2939,2202020,4,5
2063,314403,2,4
1978,243205,4,2
3603,117318,5,5
4007,797981,1,2
1425,1465437,10,1
3347,691764,3,1
4102,2228962,8,4
1914,1762560,8,4
1609,1029852,4,1
2424,495556,4,1
2341,1237752,7,3
4134,1976549,4,2
3947,1148358,2,5
2633,2242621,1,4
1069,2168526,10,2
3769,124724,1,1
3628,920676,2,3
3468,976867,6,2
1844,911162,3,3
2116,2274266,4,5
808,177182,4,1
532,1554890,6,4
3941,471150,7,4
1173,963868,8,4
1270,1357894,3,4
2046,1955123,8,1
3630,2768860,3,4
1439,1164023,9,3
1182,953362,3,3
2997,1672763,2,4
1638,1467878,9,4
3699,806846,5,2
1472,1008994,7,2
270,267486,6,4
3874,2479492,5,1
4160,2476087,9,5
3742,1219556,5,4
860,1611146,10,3
582,1547213,5,3
1935,2278569,8,1
3774,2655082,2,3
3720,414926,9,1
3909,1182167,10,5
1245,1596233,10,5
3447,1838958,10,3
3551,2051481,10,3
4024,2621693,8,4
509,1304026,2,4
599,910689,5,5
3509,1568401,5,4
3653,2085861,8,4
271,1457463,5,1
3566,584105,7,2
719,2077780,10,3
2838,2299327,8,4
2157,415461,8,1
3891,2619787,6,5
950,1500996,7,4
2221,1239482,7,5
1262,819064,10,1
2509,2381117,6,4
3735,239299,5,4
3834,850427,1,1
1232,1631112,8,1
2805,1882041,2,2
2180,2729763,9,2
2521,1521772,6,5
342,370672,2,4
3960,190478,10,2
3958,1880223,8,3
3347,694267,4,1
3825,698382,6,4
2038,903002,10,3
2254,102001,10,1
2771,2738723,2,4
2930,1053325,1,1
3909,188353,6,5
2242,1001346,7,5
2385,1760036,10,2
2102,1369349,3,3
3807,2181844,2,4
824,1131813,2,4
204,2769179,1,5
1331,2296958,1,5
2759,2466889,6,1
1845,1548396,2,1
753,2611966,10,2
2754,1218783,8,5
3923,698943,8,4
4174,2688147,10,4
4034,669738,5,5
2090,150014,3,4
2303,1188143,8,4
1504,939880,1,1
2865,1472563,7,1
4022,912720,9,1
373,646211,10,3
3110,1394668,1,1
2953,1140239,7,4
3309,2126846,4,1
2572,2102270,2,2
2124,2640216,1,5
1267,1320431,4,5
226,1674329,6,1
544,2705977,5,4
693,2155956,9,3
1206,1843747,8,1
2908,1488280,5,3
3399,1215161,1,4
215,1580057,4,2
1927,2237776,6,1
2537,1027296,6,4
3044,2178797,9,4
610,942548,10,4
165,973776,8,4
3669,2246291,6,2
515,965734,7,3
3046,2089992,10,2
2643,2107245,6,3
2577,1335103,8,5
1779,560653,9,4
2468,2224866,3,3
1394,1615296,10,1
2154,1086421,9,4
978,461647,1,5
2884,1826546,8,2
1943,913272,5,4
268,2535029,9,1
3905,1424651,2,5
3866,1630284,1,5
612,1999336,2,3
294,2139935,7,1
1504,1037238,4,3
306,1001404,10,2
2366,619926,1,4
2300,326146,9,4
1990,109830,3,2
319,773836,10,5
2359,2590624,9,3
2072,2159336,5,2
1520,2393397,2,4
2309,2310337,8,4
1564,1154973,1,3
1251,979261,1,1
2290,1185896,2,2
2202,1869399,3,4
1177,2303077,6,3
1670,1974284,1,4
695,623987,2,1
3520,162476,2,5
680,892801,4,5
1185,1275831,1,5
933,2723445,6,4
363,686940,1,3
4132,393435,1,5
2181,2243880,1,3
489,1755490,8,5
2692,2439682,6,1
3005,2786529,1,1
2856,324588,10,3
3569,1583489,6,3
765,2626784,6,2
3732,2058845,8,1
1940,2191276,2,5
3936,1898355,1,5
1681,476876,1,1
2592,2330848,3,5
3980,2072760,8,2
3941,472568,1,4
1471,792793,2,5
4009,913123,6,1
209,2064768,8,3
3832,2515689,7,2
1092,1566436,2,4
2497,396538,7,5
3642,172259,2,2
3635,1912015,9,3
3346,2628954,9,5
645,1611256,5,3
2650,2382313,10,1
2876,881470,6,1
1448,2224712,9,5
1100,2274732,8,4
2670,1622495,5,3
3605,2687512,7,2
3959,2520037,7,1
3542,947811,2,1
2901,404852,4,5
2895,281683,4,2
1366,759352,10,4
449,1709080,9,5
3959,674372,3,2
852,1368591,5,5
1243,1285441,2,1
1119,2128570,5,4
1843,2141996,2,4
4159,1598396,1,5
3914,597246,2,3
1008,920485,2,3
3672,2567959,5,5
3018,1199076,8,5
1801,1636722,4,1
3844,815099,8,1
3463,2485654,5,2
1298,1964303,1,3
2366,2657924,9,5
3391,939879,10,2
1026,370213,5,1
971,393161,1,3
2887,1098208,5,5
3816,187774,10,5
1974,707980,3,1
680,218813,2,2
1472,292831,4,2
3371,1486462,10,2
1322,2099735,10,4
2618,2745759,3,1
1486,703475,8,2
3960,1422611,3,5
1601,1900985,1,2
2956,2787685,2,5
3243,2407482,1,3
2199,2125900,2,5
2629,2545721,7,2
2560,1686110,5,1
2638,2546836,9,5
330,573646,9,4
688,521662,5,2
1971,2489603,10,3
287,2736478,8,4
3395,2465909,3,5
3195,2752946,4,3
1154,940905,5,4
3866,1314255,3,5
2250,2280289,5,4
1901,873259,2,3
1860,2109456,9,3
655,209821,6,1
1738,862002,9,5
2072,2297769,4,4
369,101825,10,3
870,2015797,3,5
4118,1018560,9,3
3332,560569,3,2
3279,1012112,9,2
1366,2728049,6,4
254,1295956,8,2
2034,2249022,9,4
2482,1155528,5,4
3078,1300370,6,2
1047,781150,10,3
905,2265362,9,2
868,2754470,4,5
248,2582349,6,1
496,717880,10,3
1581,1843236,10,4
1576,675544,8,4
925,2691699,3,4
1566,503130,1,2
1542,180600,4,4
1423,784715,4,1
1578,2499923,2,1
1355,1733608,4,5
3213,1473848,7,1
463,739388,4,2
4156,377983,4,1
4080,1958316,10,5
3708,727594,10,3
2161,1856850,1,3
3819,2225902,6,5
2892,345589,7,1
400,1624595,4,3
236,2146371,1,1
3904,2093765,4,4
3268,2210263,1,3
4108,2517820,2,5
1699,1849753,6,5
1617,686888,10,5
3199,574442,4,5
164,1332504,3,4
3329,1150381,5,1
2134,1180009,9,1
647,1713320,7,5
205,1391027,4,5
2423,323405,7,5
3996,2766488,3,4
2546,749276,2,5
1018,702091,4,1
473,1086398,9,5
2628,2098517,10,2
1682,2450538,3,4
2238,681938,9,3
502,977063,8,5
2044,735652,4,5
3248,2793382,10,5
3508,1211709,2,4
806,1471389,7,2
229,2676153,6,2
2068,1747382,9,2
670,2127615,5,3
1733,2501563,5,3
3055,2552619,9,2
4119,402578,5,3
3851,481208,5,5
2408,2355804,2,3
1727,2463353,4,3
2914,2435735,6,5
1255,1893422,6,5
2372,2526644,7,4
2034,367768,9,4
386,1655760,4,2
1846,538185,3,3
2547,2519893,4,3
1352,524734,4,4
733,2509276,7,4
3062,2194776,7,3
3020,544654,7,1
3242,2036410,6,3
2246,2705949,6,4
1778,2183368,10,3
432,1054345,7,1
587,2334176,4,3
682,2184400,4,3
221,510721,8,3
1793,1047696,10,4
1580,1237812,10,4
239,1783558,3,4
3795,2359051,6,3
4029,2532658,4,5
2670,160759,6,1
1007,2583702,9,5
621,1335780,7,5
2054,2604370,3,4
1760,1263807,9,4
1656,1056475,7,1
2813,2482528,7,5
1227,2218258,6,2
1050,1787257,4,1
4117,2586402,8,2
1075,2050076,4,3
3170,1051816,4,1
794,1561643,8,5
3315,2520168,7,5
2259,1250908,7,5
2924,994512,2,1
1952,2630177,6,1
1257,1592635,9,3
3960,1544818,5,5
157,1688061,8,3
1802,1934879,8,4
1138,663585,9,2
2995,819932,1,2
2009,228831,5,2
1087,2163458,3,4
1072,301705,4,1
3790,2625332,8,3
2990,2226186,1,5
902,1311346,3,5
3505,1787013,9,5
1893,2244287,1,5
2229,842390,3,1
3913,977267,9,2
2000,1694055,1,2
2486,452421,7,3
3179,2211920,7,5
2943,2577074,7,3
728,2325357,7,4
2776,2439299,6,4
642,572834,6,4
1958,295789,2,5
1313,2197993,3,1
4004,1322797,8,5
1653,2299825,10,3
2450,2736255,1,4
1025,872723,10,1
2465,1140567,5,5
1691,402170,4,1
633,2561834,5,1
2743,2551189,10,1
2549,810612,9,5
1005,2673584,9,5
432,977372,2,5
760,1310166,3,2
1801,213609,5,1
682,1172083,9,2
976,1758399,5,3
3583,2600354,7,4
3184,1486345,6,3
3958,792880,3,2
3672,2732856,7,1
2794,593189,2,3
415,1768847,1,3
1728,1315683,4,2
2107,347834,9,1
1335,1801051,8,1
2580,2593661,9,4
2709,2596506,10,1
3990,1142485,9,5
1778,1484003,1,2
490,2231944,6,5
2893,391703,10,3
4188,641441,6,2
3185,2545522,10,3
457,2673834,5,4
2544,2093322,7,1
2238,1248100,5,5
737,2261120,7,1
3459,981253,10,1
3312,1634845,10,2
3674,136598,6,4
3511,1405880,8,4
1955,260925,9,5
3264,2242152,3,2
3240,2539168,9,4
457,1487646,6,5
3597,1778793,2,1
216,1803283,5,3
1220,2249078,1,2
1819,1624323,5,5
962,2677112,2,1
3675,2559397,3,3
994,2048441,8,4
1347,2796742,5,4
3740,760804,3,1
2651,580978,5,4
1546,2384578,10,1
1369,2046025,6,2
2682,362544,6,2
3851,776903,9,5
3051,2388276,1,4
2377,1384881,7,5
309,1622507,1,1
238,2570826,8,1
1774,1497033,5,3
2734,1983293,7,2
3075,520109,4,5
1722,2256899,3,1
1625,2118233,5,3
1744,379409,7,2
2496,2215025,10,3
2014,519231,1,2
1912,1071220,7,2
3732,2639289,4,2
800,203190,1,3
4194,1559067,1,1
3632,897581,8,3
748,577065,7,3
1745,2014048,8,3
2043,1601271,5,3
3520,652101,10,2
998,1467102,5,4
3882,247295,1,4
3190,1178142,3,2
3395,289772,3,1
2199,2559131,3,4
2650,277158,2,2
3145,779992,2,3
3360,1824069,9,2
2304,126580,5,1
1349,2124580,2,1
3612,1067743,10,5
2894,2126945,10,1
3518,205034,1,5
2810,2550118,8,5
156,976033,9,5
819,266886,6,5
2937,1632235,9,5
2147,2573618,7,5
3382,2402463,8,4
3941,113384,9,5
1012,862942,10,4
3116,2141107,8,4
1730,2148095,10,3
1638,2298931,7,3
2524,908491,2,5
697,1713257,4,4
1927,2394469,4,5
3130,2190305,10,3
1476,742805,2,3
1024,2118320,9,4
1459,2598542,8,2
486,2206002,4,2
4114,1299818,2,3
956,336239,10,3
863,104678,2,1
2579,1887721,5,5
2298,2548162,4,2
4177,1171863,6,2
2885,2261395,7,2
3165,2721506,10,3
3126,757544,3,1
2074,181966,5,5
3744,1635081,4,1
607,1632949,6,1
3248,2756807,3,2
1654,523684,4,5
2004,664211,5,3
2239,856163,6,1
644,268140,9,1
445,870072,7,2
4186,1389143,6,1
1884,478893,7,4
3663,339513,7,5
1984,340232,5,2
828,194138,2,2
934,610294,5,5
623,1933258,7,1
4152,748663,5,1
1773,905232,9,1
3601,583721,2,5
466,1500001,8,5
689,2719595,8,3
3148,337171,6,2
1969,450262,7,5
863,2736217,8,3
429,2325151,6,2
197,107587,6,4
2803,1027765,8,2
872,1346967,7,1
2865,940542,7,2
3920,1576571,4,3
3259,122743,9,4
1478,2061838,8,1
1920,1475496,3,3
4187,1588387,8,2
2981,2473370,4,4
1087,1178118,2,4
4064,1154820,9,1
1388,2577491,9,1
3367,834651,8,5
2348,682833,2,4
3178,1725938,4,4
2284,497343,10,1
4018,1763837,3,5
1506,1953912,4,3
1969,632326,6,1
1055,2432383,4,5
2668,2560275,1,5
587,882635,1,4
3155,818339,9,5
3362,2747896,6,4
1429,579453,4,3
247,705008,3,5
961,2245514,4,1
3136,1802716,5,2
2971,2703279,8,3
847,2041112,5,3
2226,1052605,3,1
490,2291602,8,1
2363,1615246,6,5
2344,2713979,6,1
1195,640156,2,3
2948,2442406,6,5
318,816069,7,1
1840,2443275,4,1
3826,841510,3,3
673,1679360,4,1
2151,1196686,5,5
3437,1321557,6,1
3495,1221588,9,1
295,1580389,10,3
1904,717263,4,3
2480,1307250,2,2
1300,2429242,10,4
2523,2393469,6,4
3715,1087166,9,5
3733,1677976,1,3
1289,2232111,6,2
1344,2080914,10,4
704,2420658,10,2
757,194611,9,2
2662,2141407,7,5
4134,2321501,9,4
3055,740819,10,2
239,2769354,3,2
2786,2071946,6,3
1033,422072,6,1
459,1530716,9,3
387,1557607,8,3
2717,1651577,1,3
357,2783484,2,3
3350,2435053,10,3
180,802384,6,5
2870,116513,2,5
859,2123419,1,2
1319,1660024,2,3
1607,1363643,9,2
422,1705346,5,1
3565,1818975,6,4
742,2171246,3,3
2796,2445864,9,1
3520,587198,1,2
1312,2454633,5,4
2597,1752379,6,4
3619,1304438,2,2
3614,2538039,6,4
2533,1864709,7,5
3071,327718,9,4
1327,615107,9,2
671,2155091,8,1
2189,2022506,10,2
3425,2510147,7,4
1811,2595049,7,3
2876,2018768,5,3
3779,927788,8,3
2955,2646669,1,4
3295,507938,7,1
3998,1266361,4,5
2357,1410696,7,5
1857,240720,1,1
1397,1510578,9,4
3295,2734874,4,4
3910,485611,6,3
807,1683428,2,1
3773,1272180,6,4
2091,998136,10,4
2946,1507560,6,4
1404,1274607,6,2
3236,1556564,9,1
2414,395784,1,4
751,2503096,4,2
310,1584244,10,2
2411,2142589,10,1
2924,1755192,1,2
3233,1840949,10,4
707,231230,9,1
905,643350,6,4
453,2690960,4,2
3045,751944,5,2
785,925529,9,4
241,898793,8,1
1009,688462,2,5
1443,2427069,5,4
4031,1803702,7,2
1097,2062619,7,2
2384,2395611,7,3
2501,1455143,6,1
798,852029,9,2
391,127629,5,2
3509,1661874,10,3
321,1080323,5,2
2737,1364382,3,2
1568,1901421,4,4
2351,510122,7,4
3776,2426615,5,3
2291,1438792,6,1
3752,1797694,9,4
1232,1038093,2,3
989,1013136,3,1
2437,843284,2,1
1498,1469469,2,4
2056,2487155,8,3
3520,1064379,3,5
3230,2536744,5,2
3679,809420,3,2
1689,2098492,4,2
1676,1996844,5,1
2761,1536470,7,4
3403,2700445,7,3
3965,885119,8,2
1324,866205,7,4
414,1093993,9,2
4159,1207845,10,1
2466,1422413,3,2
1663,1275533,5,4
1002,432952,9,5
1314,118929,2,3
680,2411852,4,1
2249,435151,6,1
2392,2761513,7,3
2749,1625308,9,5
783,2419096,6,5
2965,2213548,4,1
1631,935375,4,4
439,639787,4,2
1138,2516833,3,4
3796,1359650,9,4
2647,250835,3,4
2010,1261086,10,1
2663,483108,5,2
847,1390917,1,2
1463,393822,4,5
1383,1858921,4,2
3995,921826,2,4
486,1172551,1,4
3720,639689,3,2
755,1594959,10,3
3331,1141323,3,2
3785,1421151,1,5
2365,293672,3,5
2734,550522,9,4
2915,1596473,9,4
1477,607625,4,1
2399,2796341,8,3
3701,983820,10,3
2056,1087222,3,1
829,1945998,8,2
235,1619261,8,1
1683,545803,5,4
2938,342966,7,1
666,2172502,5,5
3399,250385,10,3
3392,1076683,4,3
1955,2634846,1,3
719,1871291,7,3
2803,707125,2,1
4128,2516800,10,4
617,1477492,3,1
3265,2104851,1,5
2216,2577937,1,1
344,844168,6,1
2671,691871,5,4
1456,328221,5,5
3972,2768971,6,4
3938,535955,8,4
744,2428997,9,4
3449,2344371,1,5
4132,1301574,4,5
2748,1401198,1,1
3005,2392254,2,4
1916,972793,3,2
1268,546807,5,5
1275,2208876,1,1
213,2134515,8,1
3916,2391940,10,3
1804,126271,3,1
2450,2532187,8,4
3032,1998025,4,3
3976,589192,6,4
1728,2019621,1,1
3698,584121,6,4
3380,148727,9,1
230,2742894,2,5
170,2389300,8,2
3136,2273177,9,2
1727,1528134,4,3
2716,802714,8,1
2707,1501933,3,1
3002,1026900,6,2
3267,489339,9,1
2847,1359437,8,1
1285,1506456,2,2
250,948695,2,1
1129,311133,3,5
3292,2320201,4,4
1406,997420,9,2
1970,1814995,7,4
2339,140373,1,3
4128,2629475,8,5
747,514259,9,2
2925,501239,1,2
1586,791552,7,1
1034,1588261,1,2
1337,149339,4,4
1474,1687634,3,3
3319,1126706,3,4
1044,2394006,5,1
1052,664303,4,1
3051,1529537,6,4
1071,2717934,4,3
1158,1279233,9,3
255,2541042,5,4
824,851017,3,5
2951,1827148,5,4
150,739912,10,2
282,2706072,6,5
2149,2527956,8,5
427,1622516,4,4
3716,1091125,5,1
2245,1895089,7,2
851,419981,2,2
642,584164,10,4
1676,1418217,5,3
219,2587367,8,4
2545,1149334,8,4
1409,1958457,3,1
2236,1517179,4,4
528,129707,1,4
3603,1600423,9,4
1379,1729928,7,2
725,1129148,5,1
1006,1693984,8,4
1125,903918,1,1
472,1588091,5,3
3970,1842395,4,3
824,126582,5,3
3030,353249,4,2
2621,2155317,1,5
912,1591297,5,5
533,2679807,6,1
1648,2066955,7,5
323,1455837,7,4
835,1274159,3,4
3958,246581,10,1
1112,682153,9,1
3787,1530306,2,3
724,1557770,9,2
3308,2444944,5,5
2676,1760163,6,2
3404,1178001,5,5
2494,914809,4,2
1028,890183,6,1
3809,1126245,9,2
3530,638199,4,5
4075,621726,6,3
698,123648,8,5
2970,1181409,10,5
2671,114771,7,2
3346,1954472,4,3
572,183614,7,1
4198,498113,9,5
985,1968579,7,5
1852,2544982,4,4
2429,2297919,2,2
4138,1877645,4,5
1187,1881229,2,2
373,215442,2,4
3269,646024,4,1
2460,2624353,6,5
683,335069,8,3
2446,1646208,9,1
1885,111207,5,4
1699,274910,10,4
3692,2554432,1,4
2408,2798793,4,1
1780,591575,5,4
1339,1620562,2,3
3409,1198459,1,3
1752,1860591,8,2
899,652388,9,4
3405,1756067,3,5
3101,1302560,4,4
1548,500556,3,2
2829,911027,10,4
4153,210744,7,4
2917,942474,7,4
567,1671698,6,3
2336,1292919,5,3
435,538958,5,4
2791,1472504,2,2
892,2757676,6,4
3028,604385,8,4
4150,444969,1,5
1783,852270,1,5
322,1272047,4,5
2378,2799159,5,4
290,1096249,1,4
331,1361123,1,2
2999,1180543,1,5
1214,2713522,9,1
3651,112367,3,1
165,202150,9,4
961,906677,10,2
4004,2339100,4,2
3257,1137338,9,4
3399,1875992,2,2
1783,772778,4,5
1109,1882333,10,2
2984,708631,3,1
1040,1793311,4,1
3197,1960888,5,4
2908,1602947,8,5
2106,261396,8,4
2046,2423035,7,2
2238,2120244,1,3
4031,2075275,6,1
299,1742870,3,3
3154,2705181,4,5
4182,1971680,6,2
3532,2667642,3,2
1388,2633882,5,4
2993,1172509,2,2
3314,1343952,2,5
341,332354,5,4
3929,2068353,8,3
3290,2715101,2,5
1286,664041,8,3
1935,262972,4,4
3491,1080635,1,3
2782,1840468,7,1
832,343078,3,4
3204,2057112,10,2
3865,2437891,3,2
1477,1985522,1,1
492,235018,1,4
2563,2267546,2,5
930,506036,2,3
4131,2132020,8,4
3736,2130434,1,1
825,1123500,8,1
1888,2695607,3,3
686,2732155,6,5
3199,957977,4,4
510,2200956,2,5
656,1484428,1,1
3872,1976397,6,3
4082,1845075,5,4
2862,371237,7,2
4172,355792,9,3
1656,2125129,1,1
1665,555873,5,2
293,870705,2,4
1910,1868137,6,2
1793,2041041,6,1
3308,1986465,7,2
3252,1745783,2,5
2387,1897505,8,1
1472,527514,4,1
1178,1668538,9,5
1806,400292,2,2
510,2213353,5,4
688,1259425,9,1
3403,873146,2,4
3666,991685,10,2
2862,1862150,8,3
273,2576653,7,3
2083,2309955,2,1
666,2650917,1,2
1765,851146,8,2
1945,290328,3,2
3645,2361156,7,4
2323,684260,8,1
1371,845719,9,3
538,2467061,1,4
3297,2246605,7,1
4044,1071051,2,2
3037,2195957,10,3
3653,188539,4,3
494,1193706,7,3
1235,869011,3,2
685,1386446,1,5
1291,1891946,2,4
173,2563691,6,5
1514,2265723,10,1
315,150600,1,3
251,1079216,2,5
2013,2780597,6,3
391,2515867,4,1
1882,1723677,7,1
3705,2271395,7,5
3875,2245485,7,3
2345,2395667,3,4
1714,2685854,1,4
3239,344323,9,4
1980,295862,3,4
198,2687687,2,1
2473,2780085,3,4
2923,236901,5,3
2021,1869677,5,2
208,2112300,3,2
1830,2506123,8,3
1599,2263814,2,3
1005,1724423,6,5
1356,2093375,9,4
221,947930,1,3
3739,2100506,5,1
2311,1802179,2,2
798,1415671,5,1
2537,1980198,6,5
2460,1364398,7,1
878,185237,7,1
3997,2302273,3,3
1412,215431,10,2
1421,1910649,4,2
3213,488149,9,2
4000,1252384,1,2
1246,2696595,4,4
769,1676791,7,3
2720,654598,10,1
2139,1392842,1,5
3778,1299061,8,3
3107,2096480,9,4
3398,1079512,3,3
322,911402,1,4
997,2157978,2,4
2394,924229,10,5
1837,434851,8,3
3588,706896,3,4
3575,1495441,4,5
3218,1910055,9,2
2821,2152890,6,2
3218,298394,4,2
1422,2604438,9,1
3647,207145,2,4
4134,654491,7,2
1731,1380718,9,2
3449,1635569,7,3
3866,2167310,7,1
2795,728676,9,3
3249,1072462,3,1
962,2218672,2,1
3092,951660,8,2
1340,688221,2,3
2128,631660,7,5
194,1304624,7,5
2246,1360617,5,3
2736,934385,6,3
3662,2188694,3,4
1285,265628,10,3
3653,785912,4,3
438,200978,1,2
2402,2633147,7,5
1699,1106066,9,2
2073,2220550,2,4
